KCD코드,산정특례코드,항목분류,질환명(한글),질환명(영문),검사기준(신규등록기준),검사항목(신규등록기준),필수검사조합(신규등록기준),검사기준(재등록기준),검사항목(재등록기준),필수검사조합(재등록기준)
E77.0,V117,"내분비,영양 및 대사 질환",뮤코지질증Ⅱ[Ⅰ-세포병],Mucolipidosis Ⅱ[Ⅰ-cell disease],"o 세포 병의 진단은 출생전 양수천자 및 융모막 검사상에서 UDP- N- acetyl glucoseamine -1-phosphotransferase의 활성도가 감소되어 있는 경우 혹은 원인유전자 돌연변이 확인시 진단할 수 있음
o 출생 후 진단은 백혈구나 섬유모세포에서 UDP-N-acetylglucoseamine- 2-phosphotransferase 효소의 활동을 측정할 수 있음","특수생화학/면역학·도말/배양검사, 유전학검사, 효소분석검사","(특수생화학/면역학·도말/배양검사, 효소분석검사) 또는 (특수생화학/면역학·도말/배양검사, 유전학검사)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다 사료될 경우 효소검사 등 특수생화학검사 follow up필요",특수생화학/면역학·도말/배양검사,(특수생화학/면역학·도말/배양검사)
E76.2,V117,"내분비,영양 및 대사 질환",산필립포 (B형)(C형)(D형) 증후군,Sanfilippo (types B)(type C)(type D) syndrome,"효소분석에서 N-acetyl-alpha-D-glucosaminidase, Acetyl-CoA : Alpha-glucosaminide N-acetyltransferase, N-acetylclucosamine-6-sulfatase의 결핍 또는 원인유전자 돌연변이 확인","특수생화학/면역학·도말/배양검사, 유전학검사, 효소분석검사","(특수생화학/면역학·도말/배양검사, 효소분석검사) 또는 (특수생화학/면역학·도말/배양검사, 유전학검사)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다 사료될 경우 효소검사 등 특수생화학검사 follow up필요",특수생화학/면역학·도말/배양검사,(특수생화학/면역학·도말/배양검사)
E76.2,V117,"내분비,영양 및 대사 질환","Ⅲ, Ⅳ, Ⅵ, Ⅶ형 점액다당류증","Mucopolysaccharidosis, types Ⅲ, Ⅳ, Ⅵ, Ⅶ","o 뮤코다당이 조직내에 축적되고 소변으로 배출되는 질환
o 만성진행성 신경증상, 뮤코다당의 여러 장기 축적되어 장기비대현상
o 효소분석에서 sulfamidase, N-acetyl-alpha-D-glucosaminidase, Acetyl-CoA : Alpha-glucosaminide N-acetyltransferase, N-acetylclucosamine-6-sulfatase, galactose 6-sulfatase, beta-galactosidase, arylsulfatase B, beta-clucuronidase 중 하나의 결핍 및 원인유전자 돌연변이 확인","특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단, 효소분석검사","(특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단, 효소분석검사)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다고 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
E76.2,V117,"내분비,영양 및 대사 질환",마로토-라미 (경도)(중증) 증후군,Maroteaux-Lamy (mild)(severe) syndrome,"o 뮤코다당이 조직내에 축적되고 소변으로 배출되는 질환
o 뮤코다당의 조직내 축적, 뼈의 이상이 심하여 Hurler 증후군과 비숫하나 지능이 정상
o 효소분석에서 arylsulfatase B의 결핍 및 원인유전자 돌연변이 확인","특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단, 효소분석검사","(특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단, 효소분석검사)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다고 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
E76.2,V117,"내분비,영양 및 대사 질환",베타-글루쿠론산분해효소결핍,β-Glucuronidase deficiency,"o 뮤코다당이 조직내에 축적되고 소변으로 배출되는 질환
o 만성진행성, 뮤코다당의 여러 장기 축적되어 장기비대현상, 뼈와 얼굴모양의 이상
o 효소분석에서 beta-glucuronidase의 결핍 및 원인유전자 돌연변이 확인","특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단, 효소분석검사","(특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단, 효소분석검사)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다고 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
E76.2,V117,"내분비,영양 및 대사 질환",모르키오 (-유사)(고전적) 증후군,Morquio(-like)(classic) syndrome,"o 뮤코다당이 조직내에 축적되고 소변으로 배출되는 질환
o 뮤코다당의 조직내 축적, 뼈의 이상이 심하며 지능은 정상 type A과 B가 있음
o 효소분석에서 galactose 6-sulfatase, beta-galactosidase의 결핍및 원인유전자 돌연변이 확인","특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단, 효소분석검사","(특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단, 효소분석검사)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다고 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
E76.1,V117,"내분비,영양 및 대사 질환",Ⅱ형 점액다당류증,"Mucopolysaccharidosis, type Ⅱ","o 뮤코다당이 조직내에 축적되고 소변으로 배출되는 질환
o 만성진행성, 뮤코다당이 여러 장기 축적되어 장기비대현상, 뼈와 얼굴모양의 이상
o 효소분석에서 iduronate 2-sulfatase의 결핍 및 원인유전자 돌연변이 확인","특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단, 효소분석검사","(특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단, 효소분석검사)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다고 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
E76.1,V117,"내분비,영양 및 대사 질환",헌터증후군,Hunter’s syndrome,"o 뮤코다당이 조직내에 축적되고 소변으로 배출되는 질환
o 만성진행성, 뮤코다당의 여러 장기 축적되어 장기비대현상, 뼈와 얼굴모양의 이상
o 효소분석에서 iduronate 3-sulfatase의 결핍 및 원인유전자 돌연변이 확인","특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단, 효소분석검사","(특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단, 효소분석검사)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다고 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
E76.0,V117,"내분비,영양 및 대사 질환",헐러-샤이에증후군,Hurler-Scheie syndrome,"o 뮤코다당이 조직내에 축적되고 소변으로 배출되는 질환
o 뮤코다당의 축적에 의한 경도 지능장애와 신체이상 소견
o 효소분석에서 alpha-L-iduronidase의 결핍 및 원인유전자 돌연변이 확인 ","특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단, 효소분석검사","(특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단, 효소분석검사)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다고 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
E76.0,V117,"내분비,영양 및 대사 질환",헐러증후군,Hurler syndrome,"o 뮤코다당이 조직내에 축적되고 소변으로 배출되는 질환
o 뮤코다당의 축적에 의한 심각한 지능장애와 신체이상 소견
o 효소분석에서 alpha-L-iduronidase의 결핍 및 원인유전자 돌연변이 확인","특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단, 효소분석검사","(특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단, 효소분석검사)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다고 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
E76.0,V117,"내분비,영양 및 대사 질환",샤이에증후군,Scheie syndrome,"o 뮤코다당이 조직내에 축적되고 소변으로 배출되는 질환
o 뮤코다당의 축적에 의한 지능장애는 없으며 신체이상 소견
o 효소분석에서 iduronate 2-sulfatase의 결핍","특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단, 효소분석검사","(특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단, 효소분석검사)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다고 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
E76.0,V117,"내분비,영양 및 대사 질환",Ⅰ형 점액다당류증,"Mucopolysaccharidosis, type Ⅰ","o 뮤코다당이 조직내에 축적되고 소변으로 배출되는 질환
o 뮤코다당의 축적에 의한 심각한 지능장애와 신체이상 소견
o 효소분석에서 alpha-L-iduronidase의 결핍 및 원인유전자 돌연변이 확인","특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단, 효소분석검사","(특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단, 효소분석검사)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다고 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
E75.5,V117,"내분비,영양 및 대사 질환",월만병,Wolman’s disease,"빈혈, 간기능 이상, 저혈당 등의 소견과 함께 배양된 피부 섬유아세포, 백혈구에서 acid lipase의 결핍을 증명하였거나 LIPA gene의 돌연변이가 있는 경우","특수생화학/면역학·도말/배양검사, 유전학검사, 조직학검사, 임상진단, 효소분석검사","(특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단, 효소분석검사) 또는 (특수생화학/면역학·도말/배양검사, 조직학검사, 임상진단, 효소분석검사)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다 사료될 경우 효소검사 등 특수생화학검사 follow up필요","특수생화학/면역학·도말/배양검사, 임상진단","(특수생화학/면역학·도말/배양검사, 임상진단)"
E75.5,V117,"내분비,영양 및 대사 질환",대뇌건의 콜레스테롤증[밴보게르트-쉐러-엡스타인],Cerebrotendinous cholesterosis [van Bogaert-Scherer-Epstein],"juvenile cataracts, tendon xanthomas and progressive neurodegeneration의 증상을 보이면서 CYP27A1 gene의 돌연변이를 갖거나 MRI상에서 cerebellar atrophy와 xanthomatous lesion이 있는 경우","영상검사, 유전학검사, 임상진단","(영상검사, 임상진단) 또는 (유전학검사, 임상진단)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다고 사료될 경우 영상검사 및 의료진의 임상소견만으로 등록","영상검사, 임상진단","(영상검사, 임상진단)"
E75.4,V117,"내분비,영양 및 대사 질환",얀스키-빌쇼스키병,Jansky-Bielschowsky’s disease,임상적으로 퇴행성 신경질환이 있으면서 tripeptidyl-peptidase 1의 결핍이 증명되거나 TPP1 gene의 돌연변이를 확인하는 경우,"특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단","(특수생화학/면역학·도말/배양검사, 임상진단) 또는 (유전학검사, 임상진단)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다고 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
E75.4,V117,"내분비,영양 및 대사 질환",신경세포세로이드라이포푸스신증,Neuronal ceroid lipofuscinosis,"o 망막병증, 시력손상, 간질, 치매
o PPT-1, TPP-1, CTSD효소검사 시행
o 조직에의 ceroid lipofuscin의 침착되거나CLN1~CLN14 locus의 돌연변이가 확인되는 경우","특수생화학/면역학·도말/배양검사, 유전학검사, 조직학검사, 임상진단","(특수생화학/면역학·도말/배양검사, 조직학검사, 임상진단) 또는 (특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다고 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
E75.4,V117,"내분비,영양 및 대사 질환",스필마이어-보그트병,Spielmeyer-Vogt’s disease,임상적으로 퇴행성 신경병증이 있으면서 PBS상에서 림프구의 세포질에 vacuole들이 다수 존재하는 소견이 존재하며 CLN3 gene의 돌연변이가 증명되는 경우,"특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단","(특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다고 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
E75.4,V117,"내분비,영양 및 대사 질환",바텐병,Batten’s disease,임상적으로 퇴행성 신경병증이 있으면서 PBS상에서 림프구의 세포질에 vacuole들이 다수 존재하는 소견이 존재하며 CLN3 gene의 돌연변이가 증명되는 경우,"특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단","(특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다고 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
E75.4,V117,"내분비,영양 및 대사 질환",쿠프스병,Kufs’ disease,"진행성 근간대성 간질, 치매, 운동이상증을 보이면서 DNAJC5 gene의 돌연변이가 발견되는 경우","유전학검사, 임상진단","(유전학검사, 임상진단)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다고 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
E75.2,V117,"내분비,영양 및 대사 질환",크라베병,Krabbe’s disease,"임상적으로 중추신경병증이 있으면서, 백혈구, 배양된 섬유 아세포, 간조직 및 뇌조직에서 galactocerebrosidase의 결핍이 증명되고 GALC 유전자 검사에서 돌연변이를 확인하는 경우","특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단","(특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다고 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
E75.2,V117,"내분비,영양 및 대사 질환",설파테이스결핍,Sulfatase deficiency,"o 간비대, 진행하는 간경화이상, 골격계 이상이 동반
o SUMF1 유전자 검사에서 돌연변이를 확인하는 경우
o 백혈구나 섬유아세포에서 sulfatase의 결핍이 있을 수 있음","특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단","(유전학검사, 임상진단) 또는 (특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다고 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
E75.2,V900,"내분비,영양 및 대사 질환",카나반 병,Canavan´s disease,"영아가 3-5개월 후에도 “근육긴장저하, 큰머리증, 목을 가누지 못함”의 세 징후를 보일 경우 카나반 병을 의심할 수 있으며, 혈청과 소변, 뇌척수액 내 N-acetylaspartic acid (NAA) 농도 증가로 진단이 가능하고 아스파토아실라제 유전자 검사가 확진에 이용될 수 있다.
1. 뇌영상(neuroimaging) 소견 : 영아기의 CT나 MRI는 정상 판독 소견을 보일 수도 있으나, 뇌 MRI에서 대뇌겉질과 겉질밑 영역에서 광범위한 대칭성 백색질 변화가 관찰될 수도 있다. 자기공명 분광검사에서 특징적으로 증가된 NAA 피크를 보인다.
2. 신경병리학 소견 : 겉질 밑 해면변성증이 관찰된다.
3. 소변검사 : 개스 크로마토그래피 질량 분광측정법 (gas chromatography-mass spectrometry, GC-MS)으로 소변 내 N-아세틸아스팍틴산 농도 증가를 확인하면 카나반병을 진단할 수 있다.
4. 혈액, 뇌척수액 : N-아세틸아스팍틴산 농도 증가를 확인할 수 있다. 
5. 아스파토아실라제 효소 활성도 : 배양된 피부 섬유모세포에서 효소 활성도를 측정할 수 있다. 카나반 병 환자의 경우 효소 활성이 측정되지 않고 보인자의 경우 정상 활성도의 약 절반 정도 수준이다. 
6. 분자유전학적 검사 : 아스파토아실라제 유전자 돌연변이 검사로 확진 검사, 보인자 검사, 산전검사가 모두 가능하다.","영상검사, 특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단","(영상검사, 특수생화학/면역학·도말/배양검사, 임상진단) 또는 (영상검사, 유전학검사, 임상진단)","최초등록과 동일하며, 5년이후 재등록필요하다 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
E75.2,V900,"내분비,영양 및 대사 질환",펠리제우스-메르츠바하병,Pelizaeus-Merzbacher disease,"o 임상증상: 안진증, 근긴장 저하, 경련성 사지 마비, 운동 실조, 발달 지연 등의 임상양상을 보이면서, 유전학적 검사 여부가 확인된 경우
o 영상 검사 : brain MRI에서 비정상적으로 보이는 myelin 소견 (백질 뇌병증)
o 유전자 검사: PLP1 유전자 등  ","영상검사, 유전학검사, 임상진단","(영상검사, 유전학검사, 임상진단)","최초 등록과 동일하며, 5년 이후 재등록필요하다 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
E75.2,V117,"내분비,영양 및 대사 질환",화버증후군,Farber’s syndrome,"o 임상적으로 피하 결절, 관절염, 후두 침범에 의한 쉰 목소리의 증상, 피하 결절이나 피부 조직에서 조직구내에 지방축적에 의한 봉입체(inclusion) Farber body이 보이는 경우
o 배양된 섬유아세포나 백혈구의 acid ceramidase 효소 활성도가 감소하거나 ASAH1 유전자의 돌연변이로 확진","특수생화학/면역학·도말/배양검사, 유전학검사, 조직학검사, 임상진단","(특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단) 또는 (유전학검사, 조직학검사, 임상진단)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다고 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
E75.2,V117,"내분비,영양 및 대사 질환",파브리(-앤더슨)병,Fabry’s(-Anderson) disease,"임상적으로 말단감각이상, 각화혈관종, 땀분비 이상, 신장기능 및 안과적 이상이 있고 (여성에서 임상증상이 경함) 효소측정 상에서 Alpha-Gal A의 활성도가 감소되어 있고 GLA gene의 유전자 돌연변이가 발견됨","특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단","(특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다고 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
E75.2,V117,"내분비,영양 및 대사 질환",이염성 백질디스트로피,Metachromatic leukodystrophy,"o 임상적으로 진행하는 뇌신경병증이 동반
o ARSA 유전자 검사에서 돌연변이가 확인되는 경우
o 백혈구나 섬유아세포에서 arylsulfatase A의 결핍이 있을 수 있음","특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단","(유전학검사, 임상진단) 또는 (특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다고 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
E75.2,V117,"내분비,영양 및 대사 질환",니만-픽병,Niemann-Pick’s disease,"임상적으로 간질환, 발달이상, 정신과적 이상이 동반되면서 골수에서 Niemann-Pick세포가 발견되거나 피부의 섬유아세포의 콜레스테롤 이동과 축적기능의 이상으로 발생하는데, 니만-픽병 A와 B는 SMPD1 유전자, 니만-픽병 C형은 NPC1 or NPC2 유전자의 돌연변이로 확인","특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단","(특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다고 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
E75.2,V117,"내분비,영양 및 대사 질환",고쉐병,Gaucher’s disease,"임상적으로 간비비대, 혈구감소증등의 임상증상이 있으면서, 백혈구에서 glucocerebrosidase의 결핍이 증명되고 GBA 유전자 검사에서 돌연변이를 확인하는 경우","특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단","(특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다고 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
E75.1,V117,"내분비,영양 및 대사 질환",강글리오시드증 NOS,Gangliosidosis NOS,"o GM1-강글리오시드증, 뮤코지질증 IV B - GLB1-related disorder -임상적으로 저신장, 골격계 이상이 발생하고효소측정 상에서 beta-galactosidase의 활성도가 감소되어 있는 경우
o GM3-강글리오시드증 - 각막혼탁, 골격계이상등의 이상 증상과 효소측정 상에서 UDP-N-acetylgalactosaminyl transferase의 활성도가 감소되어 있는 경우
o GLB1, MCOLN1 유전자 돌연변이 확인","특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단","(특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다고 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
E75.1,V117,"내분비,영양 및 대사 질환",뮤코지질증 Ⅳ,Mucolipidosis Ⅳ,"o 임상적으로 심각한 발달지연, 저신장, 골격계이상, 각막혼탁 및 망막변성
o 혈장 gastrin level의 상승
o MCOLN1 유전자 돌연변이 확인","특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단","(특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다고 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
E75.1,V117,"내분비,영양 및 대사 질환",GM₁-강글리오시드증,GM₁-gangliosidosis,"o 임상적으로 중추신경병증, 간비비대, 각막혼탁등이 다양한 정도로 나타나고, 효소측정 상에서 beta-galactosidase의 활성도가 감소되어 있는 경우
o GLB1 유전자 돌연변이 확인","특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단","(특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다고 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
E75.1,V117,"내분비,영양 및 대사 질환",GM₃-강글리오시드증,GM₃-gangliosidosis,"임상적으로 각막혼탁, 골격계이상등의 이상 증상과 효소측정 상에서 UDP-N-acetylgalactosaminyl transferase의 활성도가 감소되어 있는 경우","특수생화학/면역학·도말/배양검사, 임상진단","(특수생화학/면역학·도말/배양검사, 임상진단)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다고 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
E75.0,V117,"내분비,영양 및 대사 질환",테이-삭스병,Tay-Sachs’ disease,임상증상적으로 신경퇴행성 질환이 있는 환자에서 효소측정 상에서 헥소사미니데이스 A가 결핍되어 있고 HEXA 유전자의 돌연변이가 확인되는 경우,"특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단","(특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다고 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
E75.0,V117,"내분비,영양 및 대사 질환",GM₂-강글리오시드증 NOS,GM₂gangliosidosis NOS,임상증상적으로 신경퇴행성 질환이 있는 환자에서 효소측정 상에서 헥소사미니데이스 A와 B가 모두 결핍되어 있고 분자유전학적 검사에서 HEXA 유전자의 돌연변이가 확인되는 경우,"특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단","(특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다고 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
E75.0,V117,"내분비,영양 및 대사 질환",GM₂-강글리오시드증,GM₂-gangliosidosis,임상증상적으로 신경퇴행성 질환이 있는 환자에서 효소측정 상에서 헥소사미니데이스 A와 B가 모두 결핍되어 있고 분자유전학적 검사에서 HEXA 유전자의 돌연변이가 확인되는 경우,"특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단","(특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다고 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
E75.0,V117,"내분비,영양 및 대사 질환",연소형 GM₂-강글리오시드증,Juvenile GM₂gangliosidosis,임상증상적으로 신경퇴행성 질환이 있는 환자에서 효소측정 상에서 헥소사미니데이스 A가 결핍되어 있고 HEXA 유전자의 돌연변이가 확인되는 경우,"특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단","(특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다고 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
E75.0,V117,"내분비,영양 및 대사 질환",샌드호프병,Sandhoff’s disease,임상증상적으로 신경퇴행성 질환이 있는 환자에서 효소측정 상에서 헥소사미니데이스 A와 B가 모두 결핍되어 있고 분자유전학적 검사에서 HEXB 유전자의 돌연변이가 확인되는 경우,"특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단","(특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다고 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
E75.0,V117,"내분비,영양 및 대사 질환",성인형 GM₂-강글리오시드증,Adult GM₂gangliosidosis,임상증상적으로 신경퇴행성 질환이 있는 환자에서 효소측정 상에서 헥소사미니데이스 A가 결핍되어 있고 HEXA 유전자의 돌연변이가 확인되는 경우,"특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단","(특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다고 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
E74.8,V117,"내분비,영양 및 대사 질환",옥살산뇨,Oxaluria,"1. 임상양상 (신장결석, 요로결석, 신장석회화, 신부전)
2. 생화학검사 ( urine glycolate 증가, urine oxalate 증가) 
3. 유전자 검사
4. 조직에서 alanine glyoxylate aminotrasferase 와 GRHPR 효소activity assay","특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단","(유전학검사) 또는 (특수생화학/면역학·도말/배양검사, 임상진단)","최초등록과 동일하며, 5년이후 재등록필요하다 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
E74.4,V117,"내분비,영양 및 대사 질환",카복실레이스피루브산염의 결핍,Deficiency of carboxylase pyruvate,"o 임상증상: 심한 젖산혈증과 더불어 저혈당증, 식욕부전, 근력약화, 발달지연등 다양한 임상증상
o 생화학검사: 반복적인 젖산혈증, 저혈당증, 아미노산분석에서 알라닌 상승
o 효소검사: 간조직과 피부 섬유모세포에서 효소활성도 측정에 의해 Pyruvate Carboxylase결핍을 확인함으로써 진단함
o 유전자검사: PC gene","특수생화학/면역학·도말/배양검사, 유전학검사, 조직학검사, 임상진단","(특수생화학/면역학·도말/배양검사, 조직학검사, 임상진단) 또는 (특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다고 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
E74.4,V117,"내분비,영양 및 대사 질환",탈수소효소피루브산염의 결핍,Deficiency of dehydrogenase pyruvate,"o 임상증상: 심한 젖산혈증과 더불어 저혈당증, 식욕부전, 근력약화, 발달지연, 호흡곤란, 뇌병증등
o 생화학검사: 반복적인 젖산혈증, CSF의 젖산증가, 저혈당증, 저케톤혈증
o 효소검사:조직 생검(Tissue biopsy)으로부터 채취한 조직이나 백혈구(Leukocytes), 섬유모세포(Fibroblasts)의 Pyruvate dehydrogenase complex 수치를 측정함으로써 확진
o 유전자검사: PDHA1, PDHX, PDHB gene","특수생화학/면역학·도말/배양검사, 유전학검사, 조직학검사, 임상진단","(특수생화학/면역학·도말/배양검사, 조직학검사, 임상진단) 또는 (특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다고 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
E74.4,V117,"내분비,영양 및 대사 질환",포스포에놀피루브산염카르복시카이네이스의 결핍,Deficiency of phosphoenolpyruvate carboxykinase,"o 임상증상: 심한 젖산혈증과 더불어 저혈당증, 식욕부전, 근력약화, 발달지연등 다양한 임상증상
o 생화학검사: 반복적인 젖산혈증, 저혈당증, 저케톤혈증
o 효소검사: 섬유모세포(fibroblast)에서 포스포에놀 파이루베이트 카르복시키나아제 결핍시 진단
o 유전자검사: PCK1 gene","특수생화학/면역학·도말/배양검사, 유전학검사, 조직학검사, 임상진단","(특수생화학/면역학·도말/배양검사, 조직학검사, 임상진단) 또는 (특수생화학/면역학·도말/배양검사, 유전학검사, 임상진단)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다고 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
